venue,year,title,authors,pdf_url,source_url
CVPR,2026,Defending Unauthorized Model Merging via Dual-Stage Weight Protection,"Wei-Jia Chen, Min-Yan Tsai, Cheng-Yi Lee, Chia-Mu Yu",https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Defending_Unauthorized_Model_Merging_via_Dual-Stage_Weight_Protection_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Deformable Gaussian Occupancy: Decoupling Rigid and Nonrigid Motion with Factorized Distillation,"Yang Gao, Wuyang Li, Po-Chien Luan, Alexandre Alahi",https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_Deformable_Gaussian_Occupancy_Decoupling_Rigid_and_Nonrigid_Motion_with_Factorized_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Deformation-based In-Context Learning for Point Cloud Understanding,"Chengxing Lin, Jinhong Deng, Yinjie Lei, Wen Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_Deformation-based_In-Context_Learning_for_Point_Cloud_Understanding_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Degradation-Consistent Test-Time Adaptation for All-in-One Image Restoration,"Ni Tang, Shenghao Nie, Xiaotong Luo, Yuan Xie, Yanyun Qu",https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Degradation-Consistent_Test-Time_Adaptation_for_All-in-One_Image_Restoration_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Degradation-Robust Fusion: An Efficient Degradation-Aware Diffusion Framework for Multimodal Image Fusion in Arbitrary Degradation Scenarios,"Yu Shi, Yu Liu, Zhong-Cheng Wu, Juan Cheng, Huafeng Li, Xun Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Degradation-Robust_Fusion_An_Efficient_Degradation-Aware_Diffusion_Framework_for_Multimodal_Image_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Dehallu3D: Hallucination-Mitigated 3D Generation from a Single Image via Cyclic View Consistency Refinement,"Xiwen Wang, Shichao Zhang, Ruowei Wang, Mao Li, Chenyu Zhou, Ji-Zhe Zhou, Qijun Zhao, Hailun Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Dehallu3D_Hallucination-Mitigated_3D_Generation_from_a_Single_Image_via_Cyclic_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Dejavu: Towards Experience Feedback Learning for Embodied Intelligence,"Shaokai Wu, Yanbiao Ji, Qiuchang Li, Zhiyi Zhang, Qichen He, Wenyuan Xie, Guodong Zhang, Bayram Bayramli, Yue Ding, Hongtao Lu",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Dejavu_Towards_Experience_Feedback_Learning_for_Embodied_Intelligence_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Delta Rectified Flow Sampling for Text-to-Image Editing,"Gaspard Beaudouin, Minghan Li, Jaeyeon Kim, Sung-Hoon Yoon, Mengyu Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Beaudouin_Delta_Rectified_Flow_Sampling_for_Text-to-Image_Editing_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DeltaQuant: 4-bit Video Diffusion Models with Spatiotemporal Delta Smoothing,"Xingyang Li, Samuel Tesfai, Zhekai Zhang, Haocheng Xi, Shuo Yang, Lvmin Zhang, Yufei Sun, Kelly Peng, Maneesh Agrawala, Ion Stoica, Kurt Keutzer, Jun-Yan Zhu, Song Han, Yujun Lin, Muyang Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_DeltaQuant_4-bit_Video_Diffusion_Models_with_Spatiotemporal_Delta_Smoothing_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Delving Aleatoric Uncertainty in Medical Image Segmentation via Vision Foundation Models,"Ruiyang Li, Fang Liu, Licheng Jiao, Xinglin Xie, Jiayao Hao, Shuo Li, Xu Liu, Jingyi Yang, Lingling Li, Puhua Chen, Wenping Ma",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Delving_Aleatoric_Uncertainty_in_Medical_Image_Segmentation_via_Vision_Foundation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Demo2Tutorial: From Human Experience to Multimodal Software Tutorials,"Zechen Bai, Zhiheng Chen, Yiqi Lin, Kevin Qinghong Lin, Difei Gao, Xiangwu Guo, Xin Wang, Mike Zheng Shou",https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_Demo2Tutorial_From_Human_Experience_to_Multimodal_Software_Tutorials_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DemoFunGrasp: Universal Dexterous Functional Grasping via Demonstration-Editing Reinforcement Learning,"Chuan Mao, Haoqi Yuan, Ziye Huang, Chaoyi Xu, Kai Ma, Zongqing Lu",https://openaccess.thecvf.com/content/CVPR2026/papers/Mao_DemoFunGrasp_Universal_Dexterous_Functional_Grasping_via_Demonstration-Editing_Reinforcement_Learning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Den-TP: A Density-Balanced Data Curation and Evaluation Framework for Trajectory Prediction,"Ruining Yang, Yi Xu, Yun Fu, Lili Su",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Den-TP_A_Density-Balanced_Data_Curation_and_Evaluation_Framework_for_Trajectory_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Denoise and Align: Towards Source-Free UDA for Robust Panoramic Semantic Segmentation,"Yaowen Chang, Zhen Cao, Xu Zheng, Xiaoxin Mi, Zhen Dong",https://openaccess.thecvf.com/content/CVPR2026/papers/Chang_Denoise_and_Align_Towards_Source-Free_UDA_for_Robust_Panoramic_Semantic_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Denoising as Path Planning: Training-Free Acceleration of Diffusion Models with DPCache,"Bowen Cui, Yuanbin Wang, Huajiang Xu, Biaolong Chen, Aixi Zhang, Hao Jiang, Zhengzheng Jin, Xu Liu, Pipei Huang",https://openaccess.thecvf.com/content/CVPR2026/papers/Cui_Denoising_as_Path_Planning_Training-Free_Acceleration_of_Diffusion_Models_with_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,"Denoising, Fast and Slow: Difficulty-Aware Adaptive Sampling for Image Generation","Johannes Schusterbauer, Ming Gui, Yusong Li, Pingchuan Ma, Felix Krause, Björn Ommer",https://openaccess.thecvf.com/content/CVPR2026/papers/Schusterbauer_Denoising_Fast_and_Slow_Difficulty-Aware_Adaptive_Sampling_for_Image_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Dense Metric Depth Completion from Sparse Direct Time-of-Flight Sensors,"Hakyeong Kim, Ruicheng Wang, Chengtang Yao, Jiaolong Yang, Min H. Kim",https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Dense_Metric_Depth_Completion_from_Sparse_Direct_Time-of-Flight_Sensors_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Depth Any Endoscopy: Towards Self-Supervised Generalizable Depth Estimation in Monocular Endoscopy,"Shuwei Shao, Kejin Zhu, Shixing Ma, Xinzhe Du, Baochang Zhang, Zhe Min",https://openaccess.thecvf.com/content/CVPR2026/papers/Shao_Depth_Any_Endoscopy_Towards_Self-Supervised_Generalizable_Depth_Estimation_in_Monocular_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Depth Any Panoramas: A Foundation Model for Panoramic Depth Estimation,"Xin Lin, Meixi Song, Dizhe Zhang, Wenxuan Lu, Haodong Li, Bo Du, Ming-Hsuan Yang, Truong Nguyen, Lu Qi",https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_Depth_Any_Panoramas_A_Foundation_Model_for_Panoramic_Depth_Estimation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Depth Hypothesis Guided Iterative Refinement for Event-Image Monocular Depth Estimation,"Daikun Liu, Teng Wang, Changyin Sun",https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Depth_Hypothesis_Guided_Iterative_Refinement_for_Event-Image_Monocular_Depth_Estimation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Depth Peeling for High-Fidelity Gaussian-Enhanced Surfel Rendering,"Keyang Ye, Hongzhi Wu, Kun Zhou",https://openaccess.thecvf.com/content/CVPR2026/papers/Ye_Depth_Peeling_for_High-Fidelity_Gaussian-Enhanced_Surfel_Rendering_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DepthFocus: Controllable Depth Estimation for See-Through Scenes,"Junhong Min, Jimin Kim, Minwook Kim, Cheol-Hui Min, Youngpil Jeon, Minyong Choi",https://openaccess.thecvf.com/content/CVPR2026/papers/Min_DepthFocus_Controllable_Depth_Estimation_for_See-Through_Scenes_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Describe Anything Anywhere At Any Moment,"Nicolas Gorlo, Lukas Schmid, Luca Carlone",https://openaccess.thecvf.com/content/CVPR2026/papers/Gorlo_Describe_Anything_Anywhere_At_Any_Moment_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Design Your Ad: Personalized Advertising Image and Text Generation with Unified Autoregressive Models,"Yexing Xu, Wei Feng, Shen Zhang, Haohan Wang, Yuxin Qin, Yaoyu Li, Ao Ma, Yuhao Luo, Lu Wang, Xudong Ren, Haoran Wang, Run Ling, Zheng Zhang, Jingjing Lv, Junjie Shen, Ching Law, Longguang Wang, Yulan Guo",https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Design_Your_Ad_Personalized_Advertising_Image_and_Text_Generation_with_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Designing Instance-Level Sampling Schedules via REINFORCE with James-Stein Shrinkage,"Peiyu Yu, Suraj Kothawade, Sirui Xie, Ying Nian Wu, Hongliang Fei",https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_Designing_Instance-Level_Sampling_Schedules_via_REINFORCE_with_James-Stein_Shrinkage_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Designing to Forget: Deep Semi-parametric Models for Unlearning,"Amber Yijia Zheng, Yu-Shan Tai, Raymond A. Yeh",https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_Designing_to_Forget_Deep_Semi-parametric_Models_for_Unlearning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DetAny4D: Detect Anything 4D Temporally in a Streaming RGB Video,"Jiawei Hou, Shenghao Zhang, Can Wang, Zheng Gu, Yonggen Ling, Taiping Zeng, Xiangyang Xue, Jingbo Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Hou_DetAny4D_Detect_Anything_4D_Temporally_in_a_Streaming_RGB_Video_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Detect Any AI-Counterfeited Text Image,"Chenfan Qu, Yiwu Zhong, Xuekang Zhu, Junchi Li, Changjiang Jiang, Jian liu, Lianwen Jin",https://openaccess.thecvf.com/content/CVPR2026/papers/Qu_Detect_Any_AI-Counterfeited_Text_Image_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Detect Anything via Next Point Prediction,"Qing Jiang, Junan Huo, Xingyu Chen, Yuda Xiong, Zhaoyang Zeng, Yihao Chen, Tianhe Ren, Junzhi Yu, Lei Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Detect_Anything_via_Next_Point_Prediction_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DetectSCI: Toward Object-Guided ROI Reconstruction for High-Resolution Video Snapshot Compressive Imaging,"Xingjian Jiang, Lishun Wang, Ping Wang, Xin Yuan",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_DetectSCI_Toward_Object-Guided_ROI_Reconstruction_for_High-Resolution_Video_Snapshot_Compressive_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Detecting AI-Generated Forgeries via Iterative Manifold Deviation Amplification,"Jiangling Zhang, Shuxuan Gao, Bofan Liu, Siqiang Feng, Jirui Huang, Yaxiong Chen, Ziyu Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Detecting_AI-Generated_Forgeries_via_Iterative_Manifold_Deviation_Amplification_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Detecting Compressed AI-Generated Images via Phase Spectrum Robustness,"Kai Li, Wenqi Ren, Wei Wang, Xiaochun Cao",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Detecting_Compressed_AI-Generated_Images_via_Phase_Spectrum_Robustness_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Detecting Unknown Objects via Energy-based Separation for Open World Object Detection,"Jun-Woo Heo, Keonhee Park, Gyeong-Moon Park",https://openaccess.thecvf.com/content/CVPR2026/papers/Heo_Detecting_Unknown_Objects_via_Energy-based_Separation_for_Open_World_Object_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DextER: Language-driven Dexterous Grasp Generation with Embodied Reasoning,"Junha Lee, Eunha Park, Minsu Cho",https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_DextER_Language-driven_Dexterous_Grasp_Generation_with_Embodied_Reasoning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Dexterous World Models,"Byungjun Kim, Taeksoo Kim, Junyoung Lee, Hanbyul Joo",https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Dexterous_World_Models_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiG: Differential Grounding for Enhancing Fine-Grained Perception in Multimodal Large Language Models,"Zhou Tao, Shida Wang, YongXiang Hua, Haoyu Cao, Linli Xu",https://openaccess.thecvf.com/content/CVPR2026/papers/Tao_DiG_Differential_Grounding_for_Enhancing_Fine-Grained_Perception_in_Multimodal_Large_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiGraphHal-Bench: Evaluating Multimodal Large Language Models on Complex Directed Graphs,"Yixin Fan, Zhao He, Yuxin Hou, Changhua Zhou, Zihao Liu, Peng Wang, Chenglong Lu, Xu Zhang, Wei Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Fan_DiGraphHal-Bench_Evaluating_Multimodal_Large_Language_Models_on_Complex_Directed_Graphs_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiP: Taming Diffusion Models in Pixel Space,"Zhennan Chen, Junwei Zhu, Xu Chen, Jiangning Zhang, Xiaobin Hu, Hanzhen Zhao, Chengjie Wang, Jian Yang, Ying Tai",https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_DiP_Taming_Diffusion_Models_in_Pixel_Space_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiT-Distill: Open-Set Fine-Grained Retrieval via Generative Curriculum Knowledge,"Xin Jiang, Hao Tang, Meiqi Cao, Junyao Gao, Fei Shen, Zechao Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_DiT-Distill_Open-Set_Fine-Grained_Retrieval_via_Generative_Curriculum_Knowledge_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiT-IC: Aligned Diffusion Transformer for Efficient Image Compression,"Junqi Shi, Ming Lu, Xingchen Li, Anle Ke, Ruiqi Zhang, Zhan Ma",https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_DiT-IC_Aligned_Diffusion_Transformer_for_Efficient_Image_Compression_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiT360: High-Fidelity Panoramic Image Generation via Hybrid Training,"Haoran Feng, Dizhe Zhang, Xiangtai Li, Bo Du, Lu Qi",https://openaccess.thecvf.com/content/CVPR2026/papers/Feng_DiT360_High-Fidelity_Panoramic_Image_Generation_via_Hybrid_Training_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,"Diagnose, Correct, and Learn from Manipulation Failures via Visual Symbols","Xianchao Zeng, Xinyu Zhou, Youcheng Li, Jiayou Shi, Tianle Li, Liangming Chen, Lei Ren, Yong-Lu Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Zeng_Diagnose_Correct_and_Learn_from_Manipulation_Failures_via_Visual_Symbols_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diagnosing and Repairing Unsafe Channels in Vision-Language Models via Causal Discovery and Dual-Modal Safety Subspace Projection,"Jinhu Fu, Yihang Lou, Qingyi Si, Shudong Zhang, Sen Su",https://openaccess.thecvf.com/content/CVPR2026/papers/Fu_Diagnosing_and_Repairing_Unsafe_Channels_in_Vision-Language_Models_via_Causal_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,"Diagram2Structure: Unlocking LLMs' Diagram Comprehension through DiagramDiff, a Framework for Structuring Offline Diagrams","Haoxiang Hu, Yaokun Li, Zeyuan Huang, Cangjun Gao, Qiang He, Qingkun Li, Xiaoming Deng, Cuixia Ma, Yu-Kun Lai, Yong-Jin Liu, Hongan Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Hu_Diagram2Structure_Unlocking_LLMs_Diagram_Comprehension_through_DiagramDiff_a_Framework_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DialogueVPR: Towards Conversational Visual Place Recognition,"Yukun Song, Changwei Wang, Xingtian Pei, Shibiao Xu, Wenhao Xu, Shunpeng Chen, Yu Zhang, Ke Zhang, Rongtao Xu, Xuxiang Feng, Pengyang Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Song_DialogueVPR_Towards_Conversational_Visual_Place_Recognition_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Dictionary-Aligned Concept Control for Safeguarding Multimodal LLMs,"Jinqi Luo, Jinyu Yang, Tal Neiman, Lei Fan, Bing Yin, Son Tran, Mubarak Shah, René Vidal",https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_Dictionary-Aligned_Concept_Control_for_Safeguarding_Multimodal_LLMs_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diff-SemiER: Transparency-Aware Adaptive Fusion Diffusion Model with Generative Prior for Semi-Transparent Eyeglasses Removal,"Jiahao Li, Shiqi Yin, Zhenxiang Lian, Jingtao Guo",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Diff-SemiER_Transparency-Aware_Adaptive_Fusion_Diffusion_Model_with_Generative_Prior_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diff4Splat: Repurposing Video Diffusion Models for Dynamic Scene Generation,"Panwang Pan, Chenguo Lin, Chenxin Li, Jingjing Zhao, Yuchen Lin, Haopeng Li, Yunlong Lin, Kairun Wen, Yixuan Yuan, Yadong MU",https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_Diff4Splat_Repurposing_Video_Diffusion_Models_for_Dynamic_Scene_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiffBMP: Differentiable Rendering with Bitmap Primitives,"Seongmin Hong, Junghun James Kim, Daehyeop Kim, Insoo Chung, Se Young Chun",https://openaccess.thecvf.com/content/CVPR2026/papers/Hong_DiffBMP_Differentiable_Rendering_with_Bitmap_Primitives_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiffDecompose: Layer-Wise Decomposition of Alpha-Composited Images via Diffusion Transformers,"Zitong Wang, Hang Zhao, Qianyu Zhou, Xuequan Lu, Xiangtai Li, Hao Yang, Bo Yang, Yiren Song",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_DiffDecompose_Layer-Wise_Decomposition_of_Alpha-Composited_Images_via_Diffusion_Transformers_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiffGraph: An Automated Agent-driven Model Merging Framework for In-the-Wild Text-to-Image Generation,"Zhuoling Li, Hossein Rahmani, Jiarui Zhang, Yu Xue, Majid Mirmehdi, Jason Kuen, Jiuxiang Gu, Jun Liu",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_DiffGraph_An_Automated_Agent-driven_Model_Merging_Framework_for_In-the-Wild_Text-to-Image_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiffSoup: Direct Differentiable Rasterization of Triangle Soup for Extreme Radiance Field Simplification,"Kenji Tojo, Bernd Bickel, Nobuyuki Umetani",https://openaccess.thecvf.com/content/CVPR2026/papers/Tojo_DiffSoup_Direct_Differentiable_Rasterization_of_Triangle_Soup_for_Extreme_Radiance_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Differences That Matter: Auditing Models for Capability Gap Discovery and Rectification,"Qihao Liu, Chengzhi Mao, Yaojie Liu, Alan Yuille, Wen-Sheng Chu",https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Differences_That_Matter_Auditing_Models_for_Capability_Gap_Discovery_and_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Differentiable Adaptive 4D Structured Illumination for Joint Capture of Shape and Reflectance,"Huakeng Ding, Yaowen Chen, Kun Zhou, Hongzhi Wu",https://openaccess.thecvf.com/content/CVPR2026/papers/Ding_Differentiable_Adaptive_4D_Structured_Illumination_for_Joint_Capture_of_Shape_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Differentiable Laplacian Matrix Guided Superpixel Segmentation,"Jeremy Juybari, Josh Hamilton, Shuvra Das, Chaofan Chen, Andre Khalil, Yifeng Zhu",https://openaccess.thecvf.com/content/CVPR2026/papers/Juybari_Differentiable_Laplacian_Matrix_Guided_Superpixel_Segmentation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Differentiable Stroke Planning with Dual Parameterization for Efficient and High-Fidelity Painting Creation,"Jinfan Liu, Wuze Zhang, Zhangli Hu, Zhehan Zhao, Ye Chen, Bingbing Ni",https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Differentiable_Stroke_Planning_with_Dual_Parameterization_for_Efficient_and_High-Fidelity_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Differentiable Vector Quantization for Rate-Distortion Optimization of Generative Image Compression,"Shiyin Jiang, Wei Long, Minghao Han, Zhenghao Chen, Ce Zhu, Shuhang Gu",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Differentiable_Vector_Quantization_for_Rate-Distortion_Optimization_of_Generative_Image_Compression_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Differentially Private 2D Human Pose Estimation,"Kaushik Bhargav Sivangi, Paul Henderson, Fani Deligianni",https://openaccess.thecvf.com/content/CVPR2026/papers/Sivangi_Differentially_Private_2D_Human_Pose_Estimation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,DiffuView: Multi-View Diffusion Pretraining for 3D Aware Robotic Manipulation,"Kaizhao Zhang, Tian Niu, Tianyu Liu, Chenen Guo, Zijun Xu, Qingda Hu, Wenchao Ding",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_DiffuView_Multi-View_Diffusion_Pretraining_for_3D_Aware_Robotic_Manipulation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diffusion Forcing Planner: History-Annealed Planning with Time-Dependent Guidance for Autonomous Driving,"Zehan Zhang, Yaoyi Li, Neng Zhang, Jia Cai",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Diffusion_Forcing_Planner_History-Annealed_Planning_with_Time-Dependent_Guidance_for_Autonomous_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diffusion Guided Chain-of-Vision for Large Autoregressive Vision Models,"Xinyang Wang, Kecheng Zheng, Minfeng Zhu, Wei Wu, Fan Lu, Wei Zhai, Wei Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Diffusion_Guided_Chain-of-Vision_for_Large_Autoregressive_Vision_Models_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diffusion MRI Transformer with a Diffusion Space Rotary Positional Embedding (D-RoPE),"Gustavo Chau Loo Kung, Mohammad Abbasi, Camila Blank, Juze Zhang, Alan Q. Wang, Sophie Ostmeier, Akshay Chaudhari, Kilian Pohl, Ehsan Adeli",https://openaccess.thecvf.com/content/CVPR2026/papers/Kung_Diffusion_MRI_Transformer_with_a_Diffusion_Space_Rotary_Positional_Embedding_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diffusion Mental Averages,"Phonphrm Thawatdamrongkit, Sukit Seripanitkarn, Supasorn Suwajanakorn",https://openaccess.thecvf.com/content/CVPR2026/papers/Thawatdamrongkit_Diffusion_Mental_Averages_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diffusion Probe: Generated Image Result Prediction Using CNN Probes,"Bukun Huang, Benlei Cui, Zhizeng Ye, Xuemei Dong, Tuo Chen, Hui Xue, Dingkang Yang, Longtao Huang, Haiwen Hong, Jingqun Tang",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Diffusion_Probe_Generated_Image_Result_Prediction_Using_CNN_Probes_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diffusion Sampling Path Tells More: An Efficient Plug-and-Play Strategy for Sample Filtering,"Sixian Wang, Zhiwei Tang, Tsung-Hui Chang",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Diffusion_Sampling_Path_Tells_More_An_Efficient_Plug-and-Play_Strategy_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Diffusion with a Linguistic Compass: Steering the Generation of Clinically Plausible Future sMRI Representations for Early MCI Conversion Prediction,"Zhihao Tang, Chaozhuo Li, Litian Zhang, Xi Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Diffusion_with_a_Linguistic_Compass_Steering_the_Generation_of_Clinically_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
